recording_id,raw_files,passage_id,segment_id,start_s,end_s,time_basis,anchor_ns,start_source_ns,end_source_ns,terrain,action_phase,direction,obstacle_id,flight_id,platform_id,outcome,evidence,visual_evidence,judgement_status,human_review_status,expert_sample_status,notes,preview
gait_20260909_144907_fd57c06d30d3,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_144907_fd57c06d30d3\\bag\\bag_0.db3""]",gait_20260909_144907_fd57c06d30d3-P01,gait_20260909_144907_fd57c06d30d3-S011,101.5,103.5,source_stamp_minus_manifest_started_wall_ns,1788936547150611101,1788936648650611101,1788936650650611101,flat_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 1.51, ""max_abs_roll_pitch_deg"": 1.6, ""leg_dq_rms_median"": 0.006, ""wheel_dq_abs_median"": 0.016}","[""模型检查完整信号图与12帧点云速览：主要为连续近水平地面；约4–23s报告vx多次正负切换，24–58s和60–82s有关节周期运动/转向，82–98s近静止。仅确认信号与抽样地面形态，不能确认每次移动的完成条件。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_144907_fd57c06d30d3&t=101.500&end=103.500
gait_20260909_144907_fd57c06d30d3,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_144907_fd57c06d30d3\\bag\\bag_0.db3""]",gait_20260909_144907_fd57c06d30d3-P01,gait_20260909_144907_fd57c06d30d3-S012,103.5,104.0,source_stamp_minus_manifest_started_wall_ns,1788936547150611101,1788936650650611101,1788936651150611101,flat_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 1.46, ""max_abs_roll_pitch_deg"": 1.47, ""leg_dq_rms_median"": 0.062, ""wheel_dq_abs_median"": 0.642}","[""模型检查完整信号图与12帧点云速览：主要为连续近水平地面；约4–23s报告vx多次正负切换，24–58s和60–82s有关节周期运动/转向，82–98s近静止。仅确认信号与抽样地面形态，不能确认每次移动的完成条件。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_144907_fd57c06d30d3&t=103.500&end=104.000
gait_20260909_144907_fd57c06d30d3,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_144907_fd57c06d30d3\\bag\\bag_0.db3""]",gait_20260909_144907_fd57c06d30d3-P01,gait_20260909_144907_fd57c06d30d3-S013,104.0,119.5,source_stamp_minus_manifest_started_wall_ns,1788936547150611101,1788936651150611101,1788936666650611101,flat_candidate,转向候选,unknown,,,,uncertain,"{""automatic_class"": ""转向候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -1.25, ""max_abs_roll_pitch_deg"": 4.68, ""leg_dq_rms_median"": 0.999, ""wheel_dq_abs_median"": 18.254}","[""模型检查完整信号图与12帧点云速览：主要为连续近水平地面；约4–23s报告vx多次正负切换，24–58s和60–82s有关节周期运动/转向，82–98s近静止。仅确认信号与抽样地面形态，不能确认每次移动的完成条件。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_144907_fd57c06d30d3&t=104.000&end=119.500
gait_20260909_144907_fd57c06d30d3,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_144907_fd57c06d30d3\\bag\\bag_0.db3""]",gait_20260909_144907_fd57c06d30d3-P01,gait_20260909_144907_fd57c06d30d3-S014,119.5,120.0,source_stamp_minus_manifest_started_wall_ns,1788936547150611101,1788936666650611101,1788936667150611101,flat_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -2.36, ""max_abs_roll_pitch_deg"": 2.67, ""leg_dq_rms_median"": 0.729, ""wheel_dq_abs_median"": 21.318}","[""模型检查完整信号图与12帧点云速览：主要为连续近水平地面；约4–23s报告vx多次正负切换，24–58s和60–82s有关节周期运动/转向，82–98s近静止。仅确认信号与抽样地面形态，不能确认每次移动的完成条件。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_144907_fd57c06d30d3&t=119.500&end=120.000
gait_20260909_144907_fd57c06d30d3,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_144907_fd57c06d30d3\\bag\\bag_0.db3""]",gait_20260909_144907_fd57c06d30d3-P01,gait_20260909_144907_fd57c06d30d3-S015,120.0,120.005768292,source_stamp_minus_manifest_started_wall_ns,1788936547150611101,1788936667150611101,1788936667156379393,unknown,数据中断/不可判断,unknown,,,,interrupted_data,"{""automatic_class"": ""数据中断/不可判断"", ""bin_s"": 0.5}","[""模型检查完整信号图与12帧点云速览：主要为连续近水平地面；约4–23s报告vx多次正负切换，24–58s和60–82s有关节周期运动/转向，82–98s近静止。仅确认信号与抽样地面形态，不能确认每次移动的完成条件。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_144907_fd57c06d30d3&t=120.000&end=120.006
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S001,0.0,1.5,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936761721470832,1788936763221470832,stairs_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.85, ""max_abs_roll_pitch_deg"": 0.86, ""leg_dq_rms_median"": 0.007, ""wheel_dq_abs_median"": 0.017}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=0.000&end=1.500
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S002,1.5,2,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936763221470832,1788936763721470832,stairs_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.84, ""max_abs_roll_pitch_deg"": 0.85, ""leg_dq_rms_median"": 0.088, ""wheel_dq_abs_median"": 1.165}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=1.500&end=2.000
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S003,2,3.0,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936763721470832,1788936764721470832,stairs_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -3.45, ""max_abs_roll_pitch_deg"": 11.41, ""leg_dq_rms_median"": 1.06, ""wheel_dq_abs_median"": 7.243}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=2.000&end=3.000
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S004,3.0,6.5,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936764721470832,1788936768221470832,stairs_candidate,上楼尝试候选,up_candidate,,,,uncertain,"{""automatic_class"": ""姿态变化/越障候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -11.52, ""max_abs_roll_pitch_deg"": 13.76, ""leg_dq_rms_median"": 0.715, ""wheel_dq_abs_median"": 8.729}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=3.000&end=6.500
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S005,6.5,7.5,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936768221470832,1788936769221470832,stairs_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -11.53, ""max_abs_roll_pitch_deg"": 11.64, ""leg_dq_rms_median"": 0.055, ""wheel_dq_abs_median"": 0.238}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=6.500&end=7.500
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S006,7.5,10.0,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936769221470832,1788936771721470832,stairs_candidate,上楼尝试候选,up_candidate,,,,uncertain,"{""automatic_class"": ""姿态变化/越障候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -12.87, ""max_abs_roll_pitch_deg"": 14.13, ""leg_dq_rms_median"": 0.1, ""wheel_dq_abs_median"": 2.137}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=7.500&end=10.000
gait_20260909_145241_9cae0ba51169,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145241_9cae0ba51169\\bag\\bag_0.db3""]",gait_20260909_145241_9cae0ba51169-P01,gait_20260909_145241_9cae0ba51169-S007,10.0,16.698716726999976,source_stamp_minus_manifest_started_wall_ns,1788936761721470832,1788936771721470832,1788936778420187559,stairs_candidate,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -12.52, ""max_abs_roll_pitch_deg"": 12.58, ""leg_dq_rms_median"": 0.007, ""wheel_dq_abs_median"": 0.012}","[""0.7/2.1s前点云有连续阶梯；约2.5s起pitch下降至约−12°，2–6s轮关节明显转动，10s后基本静止；实际步态全程0x1001。上楼方向为点云+姿态的候选推断，后半段停在何处未确认。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145241_9cae0ba51169&t=10.000&end=16.699
gait_20260909_145331_616f9d8038d9,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145331_616f9d8038d9\\bag\\bag_0.db3""]",gait_20260909_145331_616f9d8038d9-P01,gait_20260909_145331_616f9d8038d9-S001,0.0,3.5,source_stamp_minus_manifest_started_wall_ns,1788936811348370187,1788936811348370187,1788936814848370187,unknown,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.03, ""max_abs_roll_pitch_deg"": 0.42, ""leg_dq_rms_median"": 0.007, ""wheel_dq_abs_median"": 0.013}",[],automatic_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145331_616f9d8038d9&t=0.000&end=3.500
gait_20260909_145331_616f9d8038d9,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145331_616f9d8038d9\\bag\\bag_0.db3""]",gait_20260909_145331_616f9d8038d9-P01,gait_20260909_145331_616f9d8038d9-S002,3.5,8.0,source_stamp_minus_manifest_started_wall_ns,1788936811348370187,1788936814848370187,1788936819348370187,unknown,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.17, ""max_abs_roll_pitch_deg"": 2.55, ""leg_dq_rms_median"": 0.122, ""wheel_dq_abs_median"": 6.15}",[],automatic_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145331_616f9d8038d9&t=3.500&end=8.000
gait_20260909_145331_616f9d8038d9,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145331_616f9d8038d9\\bag\\bag_0.db3""]",gait_20260909_145331_616f9d8038d9-P01,gait_20260909_145331_616f9d8038d9-S003,8.0,10.5,source_stamp_minus_manifest_started_wall_ns,1788936811348370187,1788936819348370187,1788936821848370187,unknown,等待候选,unknown,,,,uncertain,"{""automatic_class"": ""等待候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.55, ""max_abs_roll_pitch_deg"": 0.88, ""leg_dq_rms_median"": 0.036, ""wheel_dq_abs_median"": 0.03}",[],automatic_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145331_616f9d8038d9&t=8.000&end=10.500
gait_20260909_145331_616f9d8038d9,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145331_616f9d8038d9\\bag\\bag_0.db3""]",gait_20260909_145331_616f9d8038d9-P01,gait_20260909_145331_616f9d8038d9-S004,10.5,12.5,source_stamp_minus_manifest_started_wall_ns,1788936811348370187,1788936821848370187,1788936823848370187,unknown,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": -0.66, ""max_abs_roll_pitch_deg"": 1.74, ""leg_dq_rms_median"": 0.19, ""wheel_dq_abs_median"": 2.256}",[],automatic_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145331_616f9d8038d9&t=10.500&end=12.500
gait_20260909_145331_616f9d8038d9,"[""D:\\S10Data\\050\\2026-09-09\\gait_20260909_145331_616f9d8038d9\\bag\\bag_0.db3""]",gait_20260909_145331_616f9d8038d9-P01,gait_20260909_145331_616f9d8038d9-S005,12.5,13.0,source_stamp_minus_manifest_started_wall_ns,1788936811348370187,1788936823848370187,1788936824348370187,stairs_candidate,行走/调整候选,unknown,,,,uncertain,"{""automatic_class"": ""行走/调整候选"", ""bin_s"": 0.5, ""pitch_median_deg"": 0.34, ""max_abs_roll_pitch_deg"": 2.72, ""leg_dq_rms_median"": 2.026, ""wheel_dq_abs_median"": 2.167}","[""首段约13–25s持续负pitch及腿关节活动；之前前点云阶梯明显，过程中后点云出现阶梯，支持上楼候选。""]",model_visual_checked_candidate,pending,not_assessed,边界约 ±0.5–1s；未知地面可能为平地、平台或障碍上的停顿；整段 outcome 未传播。,viewer.html?id=gait_20260909_145331_616f9d8038d9&t=12.500&end=13.000
